title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName
Senior Developer,Comspek International Limited,Our Client is looking for a Senior Software Developer to join the team Key Responsibilities: Collaborate with Agile teams to analyze,https://www.seek.co.nz/job/82043206?type=standard&ref=search-standalone&origin=cardTitle#sol=8a20b0ef2de251ab90ad3378f5a22d3c9e78f9aa,1mo ago,,,,,Competitive,13/03/2025,,Wellington
Principal Advisor Change,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Play a key role in supporting frontline teams with change implementation.,https://www.seek.co.nz/job/82493038?type=standard&ref=search-standalone&origin=cardTitle#sol=6672de9c3df0c3daa1035611da0bc1f9b14a2d34,9d ago,,,,,"$135,000",13/03/2025,,Wellington
Senior Automation Test Analyst,placeMe IT Recruitment,"Two first-class Automation Testers, experienced in Cypress and Playwright needed to join this desired organisation.",https://www.seek.co.nz/job/82013180?type=standard&ref=search-standalone&origin=cardTitle#sol=84a809b7b2c83a35fc63b9ba5109c6ee0a4aa185,1mo ago,,,,,"$100,000 – $120,000 per year",13/03/2025,,Wellington
Wellington- Automation Consultant,Planit Test Management Solutions,"Due to our growth we are seeking motivated Automation Testers to join our team, you will work on industry leading projects with new technologies.",https://www.seek.co.nz/job/82435004?type=standard&ref=search-standalone&origin=cardTitle#sol=727f3e2e33cbc602ebe01384806463b7bbc4e7ac,13d ago,,,,,Competitive hourly rate.,13/03/2025,,Wellington
Contents and Publications Adviser,Volunteer Service Abroad (VSA),Volunteer in Timor-Leste and build capacity by sharing your communications skills to enhance children's learning capabilities,https://www.seek.co.nz/job/82080524?type=standard&ref=search-standalone&origin=cardTitle#sol=bc5241106acd4385107b9e5cf58d2901f856c8fb,27d ago,,,,,"130,000",13/03/2025,,Wellington
Solution Advisor - Cyber & Network Managed Services | Wellington,Datacom,"Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities!",https://www.seek.co.nz/job/82288257?type=standard&ref=search-standalone&origin=cardTitle#sol=c3e6782b397c8af40104987d8dc811a265448265,17d ago,,,,,"Up to $155,000 base salary",13/03/2025,,Wellington
Senior Analyst Tester,FNZ Services (NZ) Limited,Join FNZ as a Senior Analyst Tester and become an integral part of shaping the success of our cutting-edge platform,https://www.seek.co.nz/job/82428410?type=standard&ref=search-standalone&origin=cardTitle#sol=f13f16ae0ba33d275e12d80217d545011a26597f,13d ago,,,,,Senior Consultant,13/03/2025,,Wellington
Practice Manager - Quality Assurance,Datacom,Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives,https://www.seek.co.nz/job/82296648?type=standard&ref=search-standalone&origin=cardTitle#sol=e8be08d34b5027edd39a323f2765ccace6f02cff,17d ago,,,,,125ph,13/03/2025,,Wellington
Practice Manager - Quality Assurance,Datacom,Our Why Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives.,https://www.seek.co.nz/job/82112635?type=standard&ref=search-standalone&origin=cardTitle#sol=686f68247d3759d2a141a5b4b55b70216d19fc79,24d ago,,,,,,13/03/2025,,Wellington
Senior Developer (Full Stack),Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,We are looking for a skilled Senior Full Stack Developer to join our client’s modernisation project.,https://www.seek.co.nz/job/82320043?type=standard&ref=search-standalone&origin=cardTitle#sol=bf34c4066e6e75fb7b7b8a48d2a3298999782dee,16d ago,,,,,,13/03/2025,,Wellington
Senior Developer,Robert Walters,"Join an Agile team to design and develop Open Banking and Enterprise APIs. You'll write maintainable code, contribute to the full software lifecycle.",https://www.seek.co.nz/job/82039272?type=standard&ref=search-standalone&origin=cardTitle#sol=03285f78049fe2c2e5cc975169be88f30690fc8d,1mo ago,,,,,,13/03/2025,,Wellington
Senior Engineer,Robert Walters,Are you an experienced Senior Engineer looking for a new challenge? We are seeking a Senior Engineer to join a high-performing technical team.,https://www.seek.co.nz/job/82245433?type=standard&ref=search-standalone&origin=cardTitle#sol=4c8a988709912a6c43ae90d5d08ba50b60aa3692,20d ago,,,,,,13/03/2025,,Wellington
Senior Java Developer,Younity,"Our client, a global tech leader, is seeking for an experienced developer to enhance their enterprise applications.",https://www.seek.co.nz/job/82361886?type=standard&ref=search-standalone&origin=cardTitle#sol=36873eb5b2a04ae3924bd8c01222002bf3c17b28,15d ago,,,,,,13/03/2025,,Wellington
Solutions Architect (Active Security Clearance),Starfish Consulting,Solutions Architect,https://www.seek.co.nz/job/82593438?type=standard&ref=search-standalone&origin=cardTitle#sol=e30f98490923b6a626fc7aba6f20ce9a7470499f,6d ago,,,,,,13/03/2025,,Wellington
Automation Test Engineer,Randstad Digital,Looking to hire an experienced Automation Test Engineer,https://www.seek.co.nz/job/82190531?type=standard&ref=search-standalone&origin=cardTitle#sol=d6287ff5bf0030420a95cd5a1e77b68a2e879c9e,22d ago,,,,,,13/03/2025,,Wellington
Senior Full-Stack Developer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,"Build, innovate, and grow as a Senior Full-Stack Developer in a flexible, tech-driven environment.",https://www.seek.co.nz/job/82151208?type=standard&ref=search-standalone&origin=cardTitle#sol=6909b9ff7b36c1e366935aa9fce098d82731b39f,23d ago,,,,,,13/03/2025,,Wellington
Senior DevOps Engineer,Find IT Recruitment,"Great opportunity in the financial services space, working with some cutting-edge technology and a fast-growing client!",https://www.seek.co.nz/job/82072419?type=standard&ref=search-standalone&origin=cardTitle#sol=c634b92bb10839f431027889af0761a75d736a45,27d ago,,,,,,13/03/2025,,Wellington
Senior Consultant - Application Development,Datacom,"Our purpose Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities for the",https://www.seek.co.nz/job/82290733?type=standard&ref=search-standalone&origin=cardTitle#sol=0820eb78abbc01b582c0097ba8294862102ab8c9,17d ago,,,,,,13/03/2025,,Wellington
Associate Functional Consultant,Find IT Recruitment,"Seeking a Power Platform/D365 CE Consultant for a 3-month contract in Wgtn CBD. Provide triage, support + enhancements for a critical business system",https://www.seek.co.nz/job/82402189?type=standard&ref=search-standalone&origin=cardTitle#sol=c1ba02115ce66f3ffe67f8f449d786dd94182dd6,14d ago,,,,,,13/03/2025,,Wellington
Full Stack Developer - Java,Expert360,We are currently on the hunt for an experienced developer with Java & C++ experience,https://www.seek.co.nz/job/82318767?type=standard&ref=search-standalone&origin=cardTitle#sol=d8c559245b4548407c460fc47e0c038945547f59,16d ago,,,,,,13/03/2025,,Wellington
Senior .Net Developer,Younity,Our client in the Fintech sector has a permanent opportunity available for a Senior .Net Developer,https://www.seek.co.nz/job/82245149?type=standard&ref=search-standalone&origin=cardTitle#sol=f8d1b8abd308b260c65c41f989b82a5e33766b6b,20d ago,,,,,,13/03/2025,,Wellington
Senior Full Stack .NET Developer - Pioneering AI-Driven Solutions,Datacom,Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives,https://www.seek.co.nz/job/82252247?type=standard&ref=search-standalone&origin=cardTitle#sol=b4c2d4a1254ecca9ae28f80e113a135801e51ed5,20d ago,,,,,,13/03/2025,,Wellington
